Signal,Mean (µV),RMS (µV),MRS (µV),Zero Crossings,Frequency (Hz),Delta (µV² /Hz),Theta (µV² /Hz),Alpha (µV² /Hz),Beta (µV² /Hz),Gamma (µV² /Hz),Label
e41.20,162.3696,298.6871,172.6371,18,9,4.251297602,2.87380045,1.486104063,2.190987724,1.48451233,1
e42.1,173.709171,329.490273,280.160037,5,2.5,6.422215111,0.4440450188,0.4932167095,0.8014231782,0.4341549792,0
e42.2,33.954702,449.313026,335.82739,8,4,5.625144876,0.7868287149,0.6174505796,0.8191508093,0.4528743088,0
e42.3,1583.613973,1777.904823,1614.701129,3,1.5,201.1944103,1.633190893,1.169499085,1.78756944,0.9217351524,0
e42.4,-1236.487772,1254.378466,1236.487772,0,0,190.8335961,1.033243566,0.8008816915,0.7099773918,0.3377912385,0
e42.5,-810.818832,862.020011,816.061038,2,1,57.23801748,0.7517616937,0.4941027647,0.8023427354,0.4347120332,0
e42.6,-352.336648,378.81961,361.42963,4,2,20.82667148,0.3134257241,0.2770869465,0.5389523794,0.2863033329,0
e42.7,99.006056,322.546326,264.260191,7,3.5,13.68235488,0.6069099037,0.5764500966,0.748140504,0.4225641192,0
e42.8,358.432429,472.677251,411.587587,3,1.5,18.95043982,0.4631705979,0.3686050517,0.5779040246,0.3145759317,0
e42.9,-523.057293,613.003069,537.776226,3,1.5,31.3899228,0.8396843412,0.6039096148,0.6809160752,0.3721449289,0
e42.10,-454.787923,542.597556,470.760273,4,2,21.77601352,0.5820669172,0.5762612092,0.8096128246,0.4912972536,0
e42.11,126.287574,235.80128,167.916536,21,10.5,5.431782073,0.5711158223,0.5206607161,0.7207236681,0.4346630543,0
e42.12,644.390036,683.810254,644.390036,0,0,35.47243179,0.5991800113,0.4770869656,0.8312611029,0.4799440231,0
e42.13,534.381003,570.423965,535.037827,2,1,18.22474856,0.4539510476,0.5321540009,1.030781973,0.5843389199,0
e42.14,62.207409,301.066014,235.285147,7,3.5,5.89073939,0.3748825902,0.5228647077,0.7857356313,0.4987755839,0
e42.15,-167.216679,275.077578,217.235641,13,6.5,5.033685286,0.6395450671,0.6617714513,1.060488108,0.6522110735,0
e42.16,23.057257,207.626979,139.657707,18,9,9.844076018,0.4489071065,0.6374076405,1.045791517,0.631748041,0
e42.17,217.713307,275.548367,228.020558,8,4,7.987546699,0.4210925489,0.5178958787,0.8095735442,0.4790325658,0
e42.18,304.66412,458.527973,353.720747,10,5,12.49956534,0.5320792465,0.967545617,1.272933949,0.7363123441,0
e42.19,197.122273,254.84049,201.990622,6,3,7.231907902,0.5054223451,0.6147147681,0.8533391303,0.4629625902,0
e42.20,193.166933,282.300492,214.287301,8,4,5.715525894,0.5684569787,1.074501508,1.280489735,0.7015437979,0
e27.1,-43.1016,222.4066,159.1477,17,8.5,11.63561342,1.959376197,1.181051196,0.4527558513,0.2239709146,0
e27.2,-34.2933,235.1542,168.9551,23,11.5,7.901288606,1.707195448,0.6972443313,0.3707404961,0.2755007411,0
e27.3,2.9386,251.5287,212.211,7,3.5,5.524059899,1.225938166,0.7633543037,0.3753743152,0.2316580431,0
e27.4,216.3422,281.658,226.1792,11,5.5,6.169203619,1.769965473,0.5346477136,0.4668027453,0.2692553986,0
e27.5,263.3666,349.2309,300.552,3,1.5,6.609664139,2.299567757,0.3565582296,0.34491159,0.1932670487,0
e27.6,338.0792,390.5964,338.878,2,1,9.700193374,1.339608382,0.5735855557,0.4188376651,0.2704576721,0
e27.7,248.9918,333.9969,270.0449,4,2,8.655955671,1.969928029,0.5060577906,0.3486520196,0.1991029844,0
e27.8,163.4383,343.0683,255.93,13,6.5,8.393498961,1.133418097,0.5401897311,0.4682367001,0.3035801531,0
e27.9,-180.4664,278.2975,223.2214,9,4.5,8.26327453,1.828228683,0.4427597663,0.3406418886,0.1874349907,0
e27.10,-89.1235,236.4109,192.9032,10,5,5.161935235,1.35919792,0.5317922815,0.3946110208,0.2054035383,0
e27.11,165.208,246.9707,177.257,11,5.5,7.831068949,1.289036817,0.3603840636,0.3057467684,0.1785039819,0
e27.12,-217.4969,292.9786,243.8361,7,3.5,6.183874478,1.310729932,0.3918655567,0.3231026945,0.1729032688,0
e27.13,-80.2109,189.34,144.7475,16,8,5.658609459,1.672527845,0.4656540673,0.4267563016,0.272033152,0
e27.14,98.1677,254.8582,203.5561,12,6,10.79915549,1.886131929,0.3042043561,0.2956240878,0.1834396739,0
e27.15,-41.7355,177.1733,145.6465,18,9,10.5696639,1.492174325,0.5683405977,0.443635976,0.2645114973,0
e27.16,-366.301,439.0873,389.6101,6,3,10.84177472,2.219094946,0.3538072553,0.2773585526,0.1605339571,0
e27.17,-390.3819,440.7228,393.9836,8,4,11.82230154,1.368414546,0.3069799799,0.3130122265,0.1816371818,0
e27.18,-109.8034,266.0484,223.6247,14,7,5.339487851,1.72527587,0.5327905859,0.3895616753,0.2526662268,0
e27.19,355.9594,425.5301,369.6789,1,0.5,13.22532976,1.446823546,0.3921001163,0.304145065,0.1783011507,0
e27.20,33.4115,227.5605,178.5915,8,4,7.000524713,1.369707504,0.2606832859,0.2937449649,0.1784544039,0
e79.1,167.8792,282.2241,213.2343,12,6,4.488683101,0.4421072501,1.733965298,1.999753482,0.527384906,0
e79.2,308.2737,375.0419,323.346,6,3,6.016758972,0.2780038553,1.74555657,1.862589374,0.4949839663,0
e79.3,82.8409,232.0998,158.1149,23,11.5,45.18427306,2.722415622,12.2445654,16.52918942,4.645483451,0
e79.4,251.0546,345.4215,303.283,7,3.5,5.583333462,0.2058472895,1.504862228,1.658337209,0.4662895381,0
e79.5,298.0481,393.1951,313.1714,10,5,6.950452946,0.1798829711,1.65836468,1.766854529,0.4680151935,0
e79.6,194.6492,315.361,245.0489,14,7,6.496871835,0.2106939118,1.58515468,1.670102155,0.4357138194,0
e79.7,18.2326,304.5346,241.6502,10,5,7.480800846,0.286885152,1.49934151,1.670835403,0.4146042887,0
e79.8,80.6972,288.3222,210.6545,15,7.5,5.006264437,0.2351223214,1.578725177,1.746152745,0.4446841031,0
e79.9,-161.9503,263.5395,220.4524,8,4,4.913244518,0.344253269,1.672511078,1.695018715,0.433527374,0
e79.10,178.1736,332.8283,243.9731,15,7.5,4.81908432,0.6689763537,1.979095642,1.779473065,0.5597705807,0
e79.11,-25.5969,238.5854,174.0551,22,11,4.660986212,0.7325976167,2.058957401,1.672084715,0.5691624178,0
e79.12,223.7495,300.0219,245.3679,12,6,4.099220399,0.2702928842,1.482362507,1.710061636,0.452730689,0
e79.13,-94.4631,238.7656,182.6055,11,5.5,3.596803963,0.2226294816,1.587949859,1.705057639,0.4205475315,0
e79.14,-5.1876,341.124,286.4013,8,4,9.648344146,0.2444803256,1.773145169,1.859992776,0.4914836992,0
e79.15,90.8692,256.0452,176.7956,18,9,4.192518832,0.3707077615,1.705043544,1.793206306,0.505514041,0
e79.16,-65.4751,225.4279,174.2968,14,7,5.295828997,0.3782896068,1.729152086,1.777065395,0.4782349527,0
e79.17,-30.2378,362.7599,287.2941,9,4.5,7.303953308,0.2992085013,1.772870903,1.816091895,0.4884071591,0
e79.18,230.3361,341.0276,247.8664,20,10,6.607546879,0.3521966432,1.782237026,1.848659693,0.4930976177,0
e79.19,-192.7512,347.0253,286.9282,15,7.5,6.540127967,0.3318692764,1.808746628,1.882564833,0.522730768,0
e79.20,-317.8633,386.922,350.0126,6,3,7.158011631,0.1625001329,1.762889112,1.777727767,0.4824028597,0
e76.1,98.4753,320.9726,240.95,12,6,5.233684098,0.7774181306,0.1683392963,0.04719895234,0.03368752627,1
e76.2,403.1652,497.6371,425.9816,4,2,8.959621475,0.91146764,0.1723746838,0.03703799475,0.04829942558,1
e76.3,529.0028,623.1808,529.6903,4,2,14.04831441,1.303943105,0.1054168749,0.03855395143,0.03541326082,1
e76.4,176.7691,444.906,377.9578,8,4,6.92171042,3.274838914,0.1404988354,0.04512478734,0.04936570688,1
e76.5,-120.5525,502.971,414.8648,10,5,7.208986355,2.831572867,0.1974757972,0.06351179364,0.03336668718,1
e76.6,94.2945,413.4848,340.3919,9,4.5,4.639198376,2.023006769,0.4145483563,0.07253079433,0.04827809599,1
e76.7,134.6341,446.8021,352.2911,12,6,7.160802432,1.799172521,0.2097074722,0.02717900247,0.02984415521,1
e76.8,-49.9243,265.5672,222.6524,13,6.5,3.006021675,0.8978077444,0.167599108,0.04863113647,0.05000308164,1
e76.9,460.6418,698.8934,616.6443,1,0.5,15.11329601,1.485855389,0.1119680248,0.03541980044,0.03154465493,1
e76.10,424.4756,630.4235,512.5265,5,2.5,11.11655446,1.061476558,0.1399890259,0.03565806006,0.03725693758,1
e76.11,55.1646,418.4584,293.6362,11,5.5,5.042652182,0.9403347787,0.3115280515,0.05216230615,0.03879525169,1
e76.12,12.3774,409.4106,359.0908,6,3,4.849215265,1.301341963,0.2301143642,0.04737917209,0.03341008468,1
e76.13,179.5559,503.8782,353.0657,11,5.5,7.224950133,2.993902019,0.4402406241,0.08607500157,0.05294770289,1
e76.14,224.4632,425.4601,307.8108,8,4,5.562955824,0.7429093777,0.1049569566,0.02604571882,0.03464538053,1
e76.15,36.1604,206.2526,179.1575,9,4.5,2.651431462,0.5176978926,0.08091072985,0.0366488677,0.04325022462,1
e76.16,310.3141,453.0634,35.4625,3,1.5,8.019066771,0.8966671917,0.1648764279,0.0464095411,0.0307443611,1
e76.17,102.5039,236.1623,184.9599,9,4.5,3.161429507,0.7527599742,0.1406341428,0.03465937142,0.04320144814,1
e76.18,28.8732,486.8088,234.6932,9,4.5,3.724395946,0.6583808784,0.1153656522,0.02496194523,0.02924590477,1
e76.19,-308.6802,553.6233,483.5702,7,3.5,11.46678834,1.262210063,0.2081072718,0.03837647995,0.04141622574,1
e76.20,31.6097,410.4252,332.5335,10,5,5.778220844,1.722510426,0.2134576195,0.03051476782,0.02671834382,1
e28.1,182.4236,433.9508,354.1602,65,32.5,36.87973581,1.933696877,1.36540253,0.8311896507,0.2144061861,0
e28.2,-210.8892,442.0177,358.1789,62,31,39.45244127,1.165863151,0.9179758381,0.5843325602,0.1611229363,0
e28.3,-227.5743,475.1318,390.1729,54,27,32.39706541,1.861169404,0.9029813919,0.817919223,0.1739405978,0
e28.4,374.4261,509.3013,417.1258,45,22.5,31.03743739,1.42372285,1.131787073,0.6743820323,0.1901270052,0
e28.5,514.9463,687.7671,585.0994,33,16.5,27.78063701,1.140774363,0.8196482261,0.4291024995,0.1326682703,0
e28.6,-167.7945,381.1062,314.3515,65,32.5,50.15202777,1.129179942,0.9042090732,0.5168661964,0.1978238932,0
e28.7,-234.908,395.5847,324.0561,64,32,44.2698466,0.7906097307,0.8977163136,0.6216587418,0.1755992707,0
e28.8,38.6901,344.7642,282.3295,79,39.5,17.18855714,0.6147651912,0.8902296734,0.6152599706,0.1622685911,0
e28.9,177.35,396.9584,318.3233,73,36.5,11.98759381,0.6031371665,1.305436453,0.7330105365,0.1424625183,0
e28.10,-150.7511,358.3163,293.6061,72,36,10.45623943,0.5573424917,1.25028851,0.715308479,0.1436426046,0
e28.11,-199.2395,420.753,346.0786,57,28.5,16.37721594,1.519114469,1.022431068,0.6336741184,0.1655990969,0
e28.12,31.3313,368.3382,300.5131,69,34.5,33.93741463,1.507596797,0.8685535257,0.410011499,0.1028322335,0
e28.13,158.1657,361.1523,284.0573,86,43,34.49946936,1.980957348,0.9658804163,0.5729617172,0.1399109306,0
e28.14,110.8134,538.7697,448.2352,40,20,53.39233069,1.421835381,0.9236070117,0.7333592605,0.160240996,0
e28.15,193.4904,583.5645,479.1894,44,22,43.50754925,2.52894768,0.9592616407,0.524226474,0.1323758715,0
e28.16,-94.2722,581.3936,489.0947,36,18,16.63129951,2.454777087,1.464920196,0.7887708619,0.1998948255,0
e28.17,-12.7158,333.332,273.302,77,38.5,26.65305895,2.646358223,1.047473263,0.6081673076,0.1525095888,0
e28.18,234.3559,537.1108,417.342,55,27.5,36.90186372,1.755371417,1.049402255,0.7912576805,0.1730703958,0
e28.19,203.2655,409.8804,325.8655,67,33.5,21.18803476,1.786733888,0.9144799272,0.5624175395,0.1374988777,0
e28.20,273.7462,539.1872,441.2075,44,22,17.11186629,1.92605845,1.119050976,0.6931670979,0.1530757292,0
e34.1,375.4161,1181.1133,946.6631,3,1.5,33.50782342,4.23481412,1.962490913,1.090959735,0.3459301322,1
e34.2,184.8882,1336.1803,916.0336,9,4.5,45.05277503,9.137107035,2.585346997,1.646862655,0.5104987661,1
e34.3,31.0005,1332.5747,743.7381,9,4.5,40.15217295,15.35005073,2.098730814,1.053387645,0.3219408918,1
e34.4,-472.0539,838.3311,714.0105,4,2,36.69972806,5.682395886,2.220728242,1.558829034,0.5192072873,1
e34.5,380.1255,1635.4783,1097.252,6,3,65.71858495,7.107504591,1.515134028,1.031768977,0.3303576921,1
e34.6,33.9765,1307.1795,1020.1315,13,6.5,41.77943449,8.101517976,2.208049335,1.510044674,0.5215932624,1
e34.7,-327.4704,1017.2218,849.2235,4,2,34.15048938,6.446300362,1.602763996,1.081760359,0.3160056628,1
e34.8,130.5539,1028.7294,723.0284,8,4,34.0305882,7.260224558,2.244222543,1.517181805,0.495584095,1
e34.9,-35.99087,881.6203,641.8628,10,5,28.66209862,5.525759285,1.667207677,1.197003663,0.3193178707,1
e34.10,-115.1463,1200.7306,938.4162,2,1,35.92671383,4.876282933,2.208086546,1.499045147,0.5186884496,1
e34.11,156.883,1330.2726,1104.2676,3,1.5,42.35286038,4.424525773,1.938165445,1.157115999,0.3647637767,1
e34.12,-266.6719,1058.3114,868.4252,6,3,30.43573754,5.000001107,2.064114298,1.538917626,0.5345284719,1
e34.13,165.8303,1351.4003,920.158,5,2.5,54.06475512,8.349976268,2.141830124,1.122159952,0.3223913026,1
e34.14,42.2652,1032.4439,758.2076,16,8,30.89230657,6.242340125,2.260334155,1.562888919,0.5275174525,1
e34.15,-159.7711,1112.8618,876.0403,4,2,36.74377703,6.879205385,1.457298116,1.045466558,0.3244709496,1
e34.16,23.5708,1081.5052,770.4005,8,4,30.24644008,5.913706628,2.067912552,1.517699138,0.5457696928,1
e34.17,90.3559,957.7019,675.5192,13,6.5,28.48378616,6.227704511,1.511019875,0.9610867131,0.2998534574,1
e34.18,-1.3218,1192.6273,850.2885,13,6.5,34.1804775,7.075886707,1.845523894,1.549071892,0.4914435362,1
e34.19,231.325,1409.3159,1142.6023,5,2.5,43.17899836,14.96622961,1.873626953,0.9743398818,0.3302391856,1
e34.20,-91.2592,1131.1403,925.3988,5,2.5,26.85707531,6.181087935,1.812983365,1.395641746,0.5170121062,1
e78.1,-387.6445,968.6899,784.3525,7,3.5,22.89628016,1.968716876,0.6586084928,0.4036088801,0.1477289852,1
e78.2,-116.0488,953.8571,822.0565,3,1.5,21.23116992,2.930649515,0.6956137437,0.2378096701,0.07028808479,1
e78.3,488.1959,734.9935,622.8309,7,3.5,18.09031201,1.452515791,0.4955942425,0.3628256157,0.1236115888,1
e78.4,-354.1345,722.1859,576.2403,12,6,15.33923957,4.085089494,0.9623728377,0.2305806659,0.07953239851,1
e78.5,467.9048,913.8041,792.7477,3,1.5,22.29202776,1.395986202,0.6746358131,0.416574484,0.1425755647,1
e78.6,288.91,454.7816,361.6153,9,4.5,12.21625196,1.842681286,0.7490220338,0.2441609771,0.07536422639,1
e78.7,86.7786,415.7819,336.3072,9,4.5,5.819691049,1.195451208,0.685308559,0.2380968226,0.07471620606,1
e78.8,-87.0968,493.3582,362.4076,16,8,8.850569175,1.063632529,0.6956758694,0.3839823427,0.1409765143,1
e78.9,160.9752,364.5367,290.1954,11,5.5,5.484994013,0.8178151642,0.4807596639,0.210352946,0.07481570196,1
e78.10,-52.2249,414.9629,326.4893,14,7,4.798382183,1.263447309,1.089581062,0.3923805464,0.1290728823,1
e78.11,-183.1707,780.0865,552.6522,7,3.5,15.46262838,1.76370006,0.4531536466,0.1967206918,0.06517911582,1
e78.12,331.1607,420.9862,385.6653,6,3,6.647881027,0.9253539297,0.5405831256,0.3733460836,0.1313880211,1
e78.13,-564.4361,686.7737,569.0778,3,1.5,18.63780633,1.121906189,0.535207504,0.2167352447,0.07492344259,1
e78.14,-511.3613,653.0334,545.3274,7,3.5,17.17692266,1.224407488,0.5428442661,0.3093040373,0.1348933723,1
e78.15,184.3033,399.5189,330.8343,12,6,7.928587864,1.199581026,0.6877925584,0.2457494398,0.08074537217,1
e78.16,455.9323,569.4601,493.0456,6,3,11.66032695,1.351579567,0.4301143728,0.2136789985,0.06961769087,1
e78.17,107.1304,511.298,429.6119,6,3,7.403638262,1.399416768,0.5995113113,0.3966427932,0.1382973907,1
e78.18,-965.6297,1395.293,1158.9084,7,3.5,50.83376775,4.841806771,1.755079943,0.3843549744,0.08297010777,1
e78.19,-24.8094,766.5501,571.2937,8,4,11.53960665,2.295826738,0.9552903985,0.4262304443,0.1456369902,1
e78.20,191.8166,779.914,625.1307,5,2.5,13.98043535,1.896533404,0.6891559135,0.2278377647,0.08250751287,1
e48.1,353.2587,625.0398,388.2954,16,8,17.59394503,0.7317642779,0.4834237745,0.2761415526,0.2596691248,0
e48.2,492.6268,602.7754,495.1232,4,2,16.90905522,0.5737216657,0.4135196698,0.2000093824,0.1441069562,0
e48.3,404.1932,481.8414,431.0863,4,2,14.23440277,0.4070814901,0.3758117377,0.3013084695,0.2375080864,0
e48.4,-126.7054,345.6537,288.1939,7,3.5,11.45446325,0.9686397621,0.5007230321,0.3025998332,0.2315699245,0
e48.5,353.4322,560.5472,425.5535,13,6.5,24.45060061,1.033912248,0.6462570156,0.2938981698,0.2498059029,0
e48.6,284.2199,427.7305,331.4681,14,7,30.3349047,0.5465709093,0.3393000702,0.1832508237,0.1309345939,0
e48.7,26.9027,183.9322,144.3447,21,10.5,24.08487461,0.4491481025,0.3304466556,0.2418067049,0.1867745096,0
e48.8,-71.8525,153.7667,126.1925,18,9,21.73961376,0.596190578,0.4038854965,0.340214393,0.234072198,0
e48.9,35.6246,194.1488,139.698,18,9,40.36482848,0.7066034485,0.3666413033,0.3477028528,0.2153357137,0
e48.10,-500.4751,603.4927,510.2266,11,5.5,28.31773691,0.5150194382,0.3462977073,0.2910278889,0.1415781185,0
e48.11,-86.1517,400.7556,341.1509,8,4,23.75087965,0.6958448596,0.3365405585,0.1933027427,0.1046009038,0
e48.12,-131.3772,296.073,260.7795,7,3.5,31.43772944,0.7722461458,0.3956980997,0.3158153256,0.1643407548,0
e48.13,485.8277,513.2839,485.8277,0,0,18.42736083,0.4384783308,0.296934997,0.2637436735,0.1696849837,0
e48.14,163.3942,267.3006,230.9967,10,5,29.01527869,0.6775760054,0.3977025927,0.3873125225,0.231844539,0
e48.15,191.4912,270.9824,213.4089,14,7,29.32953035,0.7433392108,0.5225514405,0.4131379162,0.2567243159,0
e48.16,-53.9085,334.8403,284.8795,7,3.5,22.52219597,0.5713339429,0.2987015908,0.2034065436,0.119390018,0
e48.17,-725.1463,760.7253,725.1463,0,0,30.74090222,0.3389379638,0.2809814712,0.1993292144,0.1480486919,0
e48.18,-347.3921,453.7086,355.9998,8,4,15.96645886,0.4631677471,0.1561087041,0.2625305186,0.1620022819,0
e48.19,-583.0627,597.7323,583.0627,0,0,20.80958462,0.6357586366,0.1834800924,0.2020587614,0.140580006,0
e48.20,-40.9189,469.1411,385.5139,5,2.5,13.70929066,1.282340627,0.2885639101,0.2130654934,0.1413038369,0
e36.1,-102.742,342.2227,233.775,5,2.5,8.611483012,0.3824663565,0.08986890581,0.02327073673,0.008137525577,1
e36.2,371.459,752.1878,566.6001,3,1.5,19.80707567,0.3680219952,0.0676254305,0.01809956887,0.004148527895,1
e36.3,-535.6931,811.2532,681.0597,4,2,26.77445844,0.8851459703,0.3039903496,0.08241082214,0.0191673616,1
e36.4,100.2581,606.1035,438.3424,6,3,20.93595595,1.025724393,0.1881730508,0.05814976329,0.01517271119,1
e36.5,-87.8802,330.5257,265.3677,6,3,7.45144874,0.5982629939,0.08844432718,0.02222269298,0.00454049591,1
e36.6,-56.0323,353.9426,289.9021,5,2.5,10.05212552,0.4400017028,0.1469659206,0.05214679037,0.01020733695,1
e36.7,-346.3055,460.6727,429.459,2,1,10.54806084,0.3164413605,0.09536952304,0.02237593267,0.005063480834,1
e36.8,-323.4715,710.2847,606.3963,2,1,25.33689645,0.3585026475,0.1221131727,0.03381432474,0.006574858145,1
e36.9,548.0769,688.2776,548.0769,0,0,21.4739581,0.8193750329,0.1652973417,0.05784290211,0.01387513661,1
e36.10,77.2864,338.8607,305.69,5,2.5,12.6961428,0.666495932,0.1171049289,0.04831288607,0.01092975477,1
e36.11,-234.4175,540.578,473.3388,5,2.5,18.54142758,0.3802973632,0.07763424251,0.03853161824,0.01180794153,1
e36.12,-2.462,201.1893,166.2948,2,1,11.0167246,0.357241713,0.08558531038,0.02842724081,0.006946516975,1
e36.13,-19.1501,272.7099,246.043,1,0.5,15.92001052,0.2418890812,0.09487142511,0.04135282353,0.008756829448,1
e36.14,-39.0068,356.9304,313.026,5,2.5,9.273713097,0.2517005304,0.1080027858,0.03752126807,0.009578285314,1
e36.15,103.7622,304.6613,267.8729,5,2.5,11.82220982,0.4587193768,0.1349018205,0.05359814129,0.007280097822,1
e36.16,-47.9976,257.2106,217.774,7,3.5,17.17819356,0.6417366862,0.1486090814,0.05102114835,0.009339093616,1
e36.17,-214.5578,484.9619,398.2468,2,1,16.45281689,0.5549180765,0.1224400042,0.03458525722,0.00972177844,1
e36.18,-37.6305,138.7125,119.0898,15,7.5,9.396554663,0.3130171958,0.05615643016,0.03376911152,0.008357783738,1
e36.19,158.4733,355.7368,25.9656,18,9,7.197032092,0.2815613018,0.08788386487,0.0412428933,0.01134105859,1
e36.20,45.814,734.9878,590.9783,5,2.5,28.65083348,0.8268349876,0.2336932364,0.08466021668,0.0204628361,1
e68.1,-49.4287,216.3837,151.4919,22,11,3.560435118,0.5696274057,0.5510366828,0.6672104265,0.2173191015,0
e68.2,-47.3419,307.857,260.0814,9,4.5,5.547344162,0.7978503809,0.6416928797,0.6461923221,0.2152181889,0
e68.3,-56.5705,260.8597,207.3933,10,5,4.200822693,0.6213164928,0.5612317795,0.6431899523,0.2081687203,0
e68.4,49.0696,267.0095,209.6999,11,5.5,4.668435877,0.8257477283,0.5414978074,0.6718966053,0.2249509231,0
e68.5,-288.0885,387.5104,344.3069,6,3,7.988514956,0.9569079943,0.5910030511,0.368958696,0.1179255639,0
e68.6,169.4262,419.3395,363.2631,7,3.5,7.046592696,1.012213033,0.6459991645,0.5722906268,0.1848757341,0
e68.7,76.1224,259.4889,179.984,16,8,4.650432611,0.5797249913,0.5784294355,0.6703842801,0.2237777251,0
e68.8,65.4263,295.0418,232.754,13,6.5,4.253986913,1.051032672,0.5974266377,0.6599505023,0.2162381093,0
e68.9,-85.6277,320.363,257.9795,11,5.5,6.118425808,1.733882859,0.5956858768,0.7058045415,0.2303440567,0
e68.10,111.8643,406.4578,312.381,11,5.5,5.155479433,1.085350178,0.58122965,0.6590380602,0.2207648068,0
e68.11,-87.2604,200.4738,166.5455,11,5.5,7.778526165,0.5983108406,0.3521310337,0.3633333633,0.1233641216,0
e68.12,-141.9004,452.2097,399.0773,7,3.5,7.526842881,0.963816744,0.580462307,0.6550143981,0.2143754425,0
e68.13,2.5411,466.8386,356.1251,9,4.5,7.989132803,0.6662113232,0.6534513927,0.7072278033,0.2398757466,0
e68.14,178.5064,277.75,234.6592,15,7.5,4.19528045,0.9958548104,0.5679804754,0.6621214336,0.2068264228,0
e68.15,112.6439,305.6439,210.9695,11,5.5,4.866079167,1.083171511,0.5915014055,0.6794768847,0.2161583243,0
e68.16,-188.2782,321.4109,283.8435,5,2.5,6.729581241,0.8683438792,0.3830083539,0.3435027699,0.1121837711,0
e68.17,147.9209,277.6561,196.8428,16,8,4.238622404,0.7983372385,0.6717893752,0.6781777878,0.2194890979,0
e68.18,-146.494,583.3746,465.2715,9,4.5,11.55457874,2.016636247,0.6943287391,0.6728049397,0.2193521891,0
e68.19,-133.8538,294.9189,215.7426,16,8,5.407220035,1.119322511,0.6431619493,0.6633036934,0.2147013023,0
e68.20,-170.4892,387.9402,304.3998,8,4,7.696411694,0.9724006554,0.5875967991,0.6821207185,0.2249998615,0
e49.1,189.0314,400.9529,311.0782,8,4,7.118869146,0.406673963,0.2273970792,0.1356471204,0.05323607189,0
e49.2,-87.7896,509.8438,441.3516,3,1.5,8.311759126,0.4599398593,0.2487101839,0.1478970648,0.04811571546,0
e49.3,-54.6137,594.272,421.4231,8,4,18.91503621,11.6438908,4.278361538,0.506056443,0.1036958157,0
e49.4,408.4806,449.8951,408.4806,0,0,16.17675085,0.9095872653,0.2693653468,0.2739982279,0.0707284059,0
e49.5,-280.5342,469.7656,338.6136,7,3.5,12.99215789,0.8020436594,0.2877376244,0.1553130632,0.04499516921,0
e49.6,30.6804,287.6708,221.5084,12,6,5.017299549,0.4731480476,0.2656698374,0.1465259588,0.0500273774,0
e49.7,177.1229,330.6155,300.6423,5,2.5,3.988715836,0.4388453677,0.3506618594,0.1220012664,0.02505004912,0
e49.8,85.8302,169.1083,134.3457,22,11,1.708929622,0.5191317635,0.3895153526,0.1461010273,0.04542106171,0
e49.9,-81.4119,270.0682,216.1693,15,7.5,5.643570692,0.6084023442,0.5129591883,0.1525774617,0.04445846107,0
e49.10,-387.9279,523.4301,396.7718,4,2,14.20159545,0.5063598205,0.352980243,0.1380516372,0.04518510412,0
e49.11,-8.0446,545.1574,452.8642,6,3,13.01295284,0.7163502738,0.3302735518,0.1350716542,0.04753812067,0
e49.12,-63.6664,373.5528,304.6976,10,5,7.352727262,0.5476269145,0.3195937023,0.1354809428,0.05040023648,0
e49.13,15.8567,442.4879,382.8157,5,2.5,6.362271695,1.73432448,0.4125720783,0.1260138821,0.04588053483,0
e49.14,285.0001,348.5572,295.0356,6,3,6.843528907,0.5351326667,0.1161468108,0.08149144574,0.03036945634,0
e49.15,135.9988,235.5296,191.5968,7,3.5,3.229467164,0.4123070459,0.2287184532,0.1459360088,0.04841162026,0
e49.16,-39.1212,366.9761,311.0699,8,4,5.182908431,0.5653348135,0.2634046986,0.1511364554,0.04619928343,0
e49.17,36.1932,459.2445,397.9656,8,4,6.137855743,0.4580992048,0.2849685382,0.1478299217,0.05029010578,0
e49.18,132.7068,504.2862,434.8944,4,2,11.14449706,0.4872357267,0.3320109572,0.1544656946,0.04637420979,0
e49.19,-337.6544,595.5396,419.9695,9,4.5,15.0541249,0.5309186984,0.3725453336,0.1408629137,0.04708221548,0
e49.20,-82.1331,495.3064,437.6966,4,2,7.729485225,0.6454830963,0.1382320582,0.08365712066,0.02500976606,0
e37.1,-68.5826,258.6066,182.0838,13,6.5,11.63390331,0.6963085752,0.220885154,0.307257624,0.1829029944,0
e37.2,-260.2138,302.1111,264.5565,4,2,6.812565327,0.497261304,0.1121689834,0.2043565855,0.128478558,0
e37.3,-177.1989,296.9912,258.9408,11,5.5,5.414689138,0.4961135769,0.1206242779,0.1895048955,0.1423315009,0
e37.4,-550.94,606.9749,559.1259,5,2.5,29.65742616,0.5583378876,0.1664322552,0.2171866743,0.1592710045,0
e37.5,-131.922,409.236,301.9841,4,2,19.24591093,0.4705902748,0.1278192818,0.1485462685,0.1058924899,0
e37.6,-68.9223,301.1901,270.2556,5,2.5,6.728490269,0.4818403718,0.1615679739,0.1691569493,0.1094010633,0
e37.7,102.4879,526,418.6709,8,4,38.80845237,0.671185846,0.2185825413,0.2412256944,0.1582660014,0
e37.8,75.4596,680.9763,603.7333,3,1.5,17.74557582,1.727853462,0.3182913366,0.2169936656,0.1425020579,0
e37.9,-187.9045,314.2146,216.1773,12,6,6.459730921,0.5643713993,0.1838984242,0.2901657912,0.1972532503,0
