Signal,Mean (µV),RMS (µV),MRS (µV),Zero Crossings,Frequency (Hz),Delta (µV² /Hz),Theta (µV² /Hz),Alpha (µV² /Hz),Beta (µV² /Hz),Gamma (µV² /Hz),Skewness,Variance,Kurtosis,Hjorth Mobility,Hjorth Complexity,Spectral Entropy,Hurst Component,Label
e73.12,-87.9171,189.4753,164.8144,9,4.5,16.86270456,0.8560738748,0.564957351,0.3347769672,0.03566972062,-0.06080424007,1571.522198,1.384171303,0.0388903183,44.7503773,0.2552114172,nan,0
e73.13,20.77,171.3025,134.9555,30,15,4.692633278,1.919244971,0.8696387609,0.5988172909,0.1182449722,0.1593367127,1438.332553,0.9655482488,0.04210784429,38.77637561,0.6762545665,0.6816244866,0
e73.14,56.6412,113.169,75.8424,44,22,1.453985294,0.3977036396,0.3432952304,0.304767908,0.03247500228,-0.05455755808,435.0518948,1.578177083,0.04235869902,38.02394233,0.7052320367,0.6763271111,0
e73.15,-12.7438,142.1628,97.9827,41,20.5,3.576130063,0.5044710734,0.594450943,0.5491366189,0.0517366402,0.2117475038,956.9326732,1.030961524,0.04191817485,39.07588013,0.6024016988,nan,0
e73.16,115.583,159.0441,121.0146,16,8,7.672246391,0.4270596274,0.3244402287,0.4114259533,0.113084364,0.07934698899,511.9656978,1.658390786,0.04663421543,35.23854992,0.3348804008,0.6196747512,0
e73.17,63.2096,121.2225,73.4989,47,23.5,3.578776707,0.4409954391,0.4163294583,0.3830210862,0.09232668812,-0.03638244396,505.5856392,1.676953461,0.04872245216,32.42764162,0.5313813518,nan,0
e73.18,50.0912,125.6521,69.6221,60,30,2.517502897,0.5099613122,0.5656187621,0.5263324414,0.05028790132,-0.08735924878,637.6423843,1.374067197,0.0490288642,33.33976059,0.6796572398,0.6331164204,0
e73.19,-17.97,96.3707,58.1916,65,32.5,0.6690290113,0.3133887394,0.2744328306,0.2827432482,0.03143041799,0.2180364377,371.1210552,1.619748514,0.04448760634,33.26956765,0.806824347,nan,0
e73.20,3.4012,119.158,65.6097,64,32,1.232364355,0.5576962443,0.5709830378,0.5640946615,0.05750486872,0.0225285192,658.1343036,1.153142003,0.04134978912,37.97540743,0.81404771,0.6742540378,0
e78.1,417.3154,543.1019,453.2958,8,4,11.64438142,1.229143157,0.3515486683,0.3801132191,0.1337835627,-0.06808803401,1004.418262,-0.314751395,0.01117624319,179.6299375,0.3412395513,nan,1
e78.2,273.5102,512.1873,449.422,6,3,8.383561214,1.636869325,0.459244218,0.212735618,0.07474514432,-0.2940464055,1188.003832,-0.1958598603,0.01433238224,94.0452166,0.4307662029,0.7504766229,1
e78.3,100.0216,318.7775,243.441,15,7.5,3.316152245,1.330591011,0.4355675779,0.2312772986,0.08347367312,0.1079807805,718.0080922,0.1559176741,0.01622336735,84.91556518,0.6105169016,nan,1
e78.4,32.8737,418.0247,336.211,7,3.5,5.186287666,1.255121252,0.4639164867,0.2422014123,0.09062250362,-0.09076528624,1113.861741,-0.4020291305,0.01500284893,90.38633159,0.5172296567,0.7620351561,1
e78.5,-71.8963,349.5378,267.9059,10,5,3.901367508,1.488339918,0.467010786,0.228739564,0.07500140503,-0.4509763186,890.6135653,0.2088030933,0.01698146446,82.21241819,0.5904666303,nan,1
e78.6,-122.5034,378.1277,289.5547,10,5,4.446786522,1.714320834,0.512912314,0.3724394737,0.1376105652,-0.1350674393,1041.944209,0.06531192149,0.01488868225,93.4148919,0.6093511386,nan,1
e78.7,-268.8104,524.3053,392.8268,7,3.5,9.790014293,2.388218871,0.5563594121,0.236069643,0.08433538511,-0.1389249963,1338.939129,-0.1930783277,0.01298492797,122.9545786,0.4558152069,nan,1
e78.8,-336.3505,493.4817,385.5729,11,5.5,9.521264275,1.209913376,0.4478649725,0.3781752152,0.1365332282,-0.2638889891,1148.884758,-0.2077163047,0.01254589154,122.9837613,0.3963971869,0.7729769431,1
e78.9,-596.4841,911.1041,728.8672,5,2.5,25.47489799,2.721966479,0.7332119436,0.233731793,0.07459452277,-0.2875926353,1919.150856,-0.1723399789,0.01167166266,109.5511235,0.2933364876,0.7772375522,1
e78.10,-20.022,803.4579,648.9757,8,4,16.22535117,3.597424299,0.4667799116,0.3997031769,0.1327745701,-0.3379353566,2817.437417,-0.03969385369,0.01178179117,92.15714761,0.4092999782,0.7698975407,1
e78.11,240.5597,1222.8317,1062.8225,3,1.5,31.7716965,2.149251854,0.5443988877,0.2447700753,0.07649963656,-0.4663783055,4578.911776,-0.6142947296,0.01154720396,132.2062817,0.2204187063,0.7734947919,1
e78.12,342.7731,508.2497,416.6885,12,6,9.662120516,2.086751911,0.4259468426,0.37545062,0.121436048,-0.1153426513,1083.496062,-0.3719049151,0.01336520871,112.3715935,0.448670919,nan,1
e78.13,44.8482,379.908,315.3985,11,5.5,6.262501984,2.118359274,0.4748272697,0.2099670467,0.07510037191,-0.2682509131,1203.507152,-0.5218233139,0.01239128918,95.5157128,0.5208279087,nan,1
e78.14,179.3801,636.916,502.2361,5,2.5,12.9126788,2.362985268,0.4532580196,0.2529318796,0.08608020941,-0.8690166526,1769.402139,0.661304932,0.01104379729,158.6150171,0.3874596405,0.7898215641,1
e78.15,-523.3723,1053.8146,851.1717,5,2.5,23.41781115,3.573159606,2.316156364,0.468405845,0.1478252298,-0.01445281717,3008.636222,0.09135238219,0.01253062751,83.041488,0.440366379,0.7674572047,1
e78.16,81.5651,500.2982,427.329,9,4.5,9.69575663,2.606088348,0.692306235,0.2589866187,0.08000778456,-0.5297704308,1644.280613,-0.2018731914,0.01259893724,84.75182188,0.4851824132,0.7698805927,1
e78.17,43.6228,545.1732,441.7824,14,7,10.04687207,0.9413692832,0.6428494782,0.3836677441,0.1370944447,-0.07513694633,1759.568688,-0.4336951758,0.01220304003,115.5162875,0.3852375363,0.7891468459,1
e78.18,52.8615,360.6691,311.9752,8,4,5.314751228,1.696196329,0.7019778445,0.2156093082,0.06723527806,-0.113905231,1140.785923,-0.4844969218,0.0140175141,93.21683706,0.5662940884,0.7746667612,1
e78.19,4.3896,571.0927,488.7452,6,3,9.308177249,1.591374533,0.419403916,0.3696824891,0.1344314036,-0.08712638933,1770.914348,-0.5616790331,0.01278148613,120.8492768,0.4256224904,nan,1
e78.20,110.7956,841.2249,708.1373,5,2.5,18.84493984,1.131905221,0.4137285163,0.2302275046,0.08129349272,-0.9173209884,2852.815299,0.1558540215,0.01077850635,150.4836623,0.2315676624,nan,1
e79.1,-36.6636,233.5042,172.7931,14,7,8.503463322,0.2219564265,1.719817862,1.770629632,0.4638242571,0.2257854705,1876.869987,0.08030523442,0.01252565396,150.5108915,0.5496522232,nan,0
e79.2,-151.23658,248.7652,196.2857,9,4.5,7.053591489,0.2190546751,1.592687737,1.641884169,0.4151259617,0.1760216938,1795.911877,-0.1230187858,0.0147584991,133.9419935,0.5756095104,nan,0
e79.3,2.8616,255.4465,203.8921,16,8,3.957486725,0.326647015,1.194285067,1.349836058,0.3814381866,-0.07918508707,1446.53662,-0.02459173572,0.01698041002,109.5182322,0.6716275713,0.7881636596,0
e79.4,-6.6783,214.6904,151.3936,19,9.5,6.015030136,0.492206539,1.304137236,1.455961202,0.3996738052,0.1922503847,1484.248254,0.2824037192,0.0154122112,121.344793,0.6226897791,0.7515144953,0
e79.5,-60.095,188.6148,138.5315,24,12,4.236829844,0.2921065257,1.334732497,1.531503322,0.4023458202,0.4817190755,1776.335093,0.2040588794,0.01817736702,102.7337211,0.6687326087,nan,0
e79.6,-21.0409,207.6912,142.8378,20,10,4.92550848,0.3023027607,1.494969151,1.643820132,0.4374976061,0.06679340127,1920.78742,-0.41890645,0.0167810527,117.6359631,0.6555779128,nan,0
e79.7,-216.1682,323.89,267.457,18,9,5.904917498,0.1682182581,1.429321604,1.650529783,0.4344883912,0.2485146482,1687.912368,-0.09878274416,0.01856841397,127.0987704,0.5940393607,0.7616091461,0
e79.8,166.3239,301.7366,250.5525,11,5.5,4.189592628,0.65619157,2.149025835,1.702710192,0.5115831082,-0.3635579027,1765.328152,0.2882155976,0.01559727139,109.6814132,0.7444833037,nan,0
e79.9,169.3734,268.1628,201.033,12,6,8.506372827,0.5635628321,2.272992864,1.728978658,0.6411798205,-0.1443421079,1972.734579,0.1264022746,0.01183718957,174.6660354,0.6128777035,0.7771748262,0
e79.10,-45.7925,228.5158,165.6889,20,10,8.506372827,0.5635628321,2.272992864,1.728978658,0.6411798205,-0.1443421079,1972.734579,0.1264022746,0.01183718957,174.6660354,0.6128777035,0.7771748262,0
e79.11,310.4592,418.8061,334.9297,8,4,5.369705199,0.2645449377,1.296212793,1.615043808,0.4747941649,0.2319722593,1713.595701,-0.139558014,0.01491191362,121.1980465,0.6207413842,nan,0
e79.12,171.9929,295.6549,219.8934,16,8,8.160689554,0.9522119788,1.670669223,2.125618503,0.5857124396,-0.1464981712,2659.746253,-0.2505181411,0.01732133616,120.5761929,0.6468062167,nan,0
e79.13,148.6477,284.9843,204.5073,17,8.5,4.533568609,0.2376079614,1.426056103,2.07816491,0.636851273,0.07010384827,2226.817537,0.2503481775,0.01662382697,129.4882041,0.6668075706,0.7702447599,0
e79.14,246.4875,334.858,272.1357,11,5.5,9.422618239,0.3005295389,1.685475384,2.098813803,0.5717476099,-0.0923321153,2041.670512,-0.1166938295,0.01416755853,155.6779995,0.5521941957,nan,0
e79.15,196.3295,292.4426,222.092,14,7,6.050815182,0.2124584488,1.189231604,1.687095131,0.5018457742,-0.1341442539,1788.178268,-0.2442243022,0.01590228176,140.1258638,0.5837985216,0.7625054386,0
e79.16,21.4089,239.4132,159.9553,18,9,3.31378766,0.5230562079,1.312331267,2.032575987,0.6848300686,-0.1722633094,2108.54446,0.002276071885,0.01768293823,99.99323989,0.741154501,0.7474281478,0
e79.17,79.1121,276.7034,199.1434,16,8,13.02802888,0.8092636423,1.501801607,1.958946328,0.559481971,0.2513664006,2288.897385,-0.141418527,0.01218437527,179.4124687,0.5100570962,0.7718436388,0
e79.18,-73.2165,258.0032,210.2243,11,5.5,7.729471777,0.3322572078,1.538821588,1.817105083,0.4533112457,0.302038493,1887.127995,-0.1033490122,0.01434760618,133.8988433,0.5788292605,0.778710787,0
e79.19,-185.6146,274.3146,231.2897,14,7,7.366193698,0.1658311363,1.496582389,1.857790479,0.4703767615,-0.01205337601,1871.700129,-0.1665492921,0.01594797299,153.598516,0.5627653219,nan,0
e79.20,-80.8684,302.8202,229.7874,10,5,7.366566212,0.2489045302,1.544019214,1.795929177,0.4721192246,-0.1845209849,1925.629963,-0.4970347091,0.01529067091,143.255901,0.5763889783,nan,0
e76.1,-145.4884,466.5213,383.6155,7,3.5,8.97189379,0.6735761602,0.3001676418,0.05363702109,0.03238082763,-0.2633080049,1154.417503,-0.5333563009,0.005725287395,138.6267253,0.2573431341,nan,1
e76.2,-12.3493,418.2012,339.1128,8,4,8.516604278,1.075709915,0.184650976,0.04518704667,0.03190501021,-0.03222333764,1220.561442,-0.09570286371,0.007939018764,108.0042589,0.2902100824,nan,1
e76.3,356.6946,494.6196,424.1163,4,2,9.137820465,1.153718533,0.17650448,0.02999870648,0.02822329248,-0.06617799272,728.0396623,-0.08309742817,0.007557262106,125.8474973,0.2798300328,0.7813295825,1
e76.4,213.5468,398.7853,334.0962,8,4,5.636971614,0.7673208901,0.1518014226,0.03294696739,0.03301773083,-0.03117610921,640.1182259,-0.7030959762,0.00778091668,119.920646,0.3105264356,nan,1
e76.5,281.5915,536.7009,419.6191,5,2.5,8.290188613,0.9886721687,0.2178864787,0.04623063206,0.02937256019,0.273481216,881.2214865,-0.6981312529,0.007998148306,118.8920153,0.2925769854,nan,1
e76.6,226.8788,389.4846,295.5435,12,6,7.469553244,0.6501637661,0.1987301244,0.04660843549,0.02759380963,0.4553282189,696.197745,-0.2704065435,0.006575624578,137.7434888,0.2605479747,0.7723261087,1
e76.7,457.3662,555.1097,485.428,4,2,11.15457298,0.6689941334,0.2633013311,0.03601505817,0.02569158034,-0.01928266757,604.0093136,-0.01542086375,0.009107865084,112.5050981,0.2102174462,0.7739726663,1
e76.8,188.4567,275.9822,217.8805,10,5,8.89601603,0.580137255,0.1442820324,0.02949281172,0.0211388054,0.3201967404,564.7118338,-0.5950249734,0.007051628377,133.8077573,0.2025693944,0.7891942155,1
e76.9,31.4842,566.2237,443.0535,2,1,9.486920296,1.33656423,0.2358336644,0.04734053916,0.0316539693,0.4816966534,1465.640994,-0.1797914461,0.005820515434,145.6284682,0.3081479882,nan,1
e76.10,267.3798,423.0817,353.7933,4,2,8.405423182,1.003868284,0.1689214225,0.03839576305,0.02747458346,0.02464899007,952.2317421,-0.5410436787,0.01006734204,106.5560349,0.2784592228,0.7885115275,1
e76.11,74.7655,233.2012,194.0182,10,5,3.743179879,0.5155382477,0.07627463727,0.02937626985,0.03237069784,0.05946735643,535.8859773,-0.5445651784,0.008318467963,124.6554706,0.3057761726,nan,1
e76.12,22.5291,310.2483,258.0069,12,6,4.934664129,0.7520981268,0.09845992116,0.02049750608,0.02419774402,-0.09109275463,681.0092641,-0.8229391916,0.00649285661,128.667517,0.307001306,0.7943688889,1
e76.13,39.7942,160.2731,129.3237,13,6.5,6.288771302,0.5140161176,0.1190156797,0.03586690574,0.0287579019,0.1632817666,470.5278923,-0.326359291,0.008434634171,112.766299,0.238049943,nan,1
e76.14,231.589,332.5107,255.9209,11,5.5,6.938728304,0.5869704753,0.108846033,0.03216950777,0.0226722044,-0.0714424716,719.6196632,-1.063824648,0.005550705316,166.9303735,0.2312960285,nan,1
e76.15,285.1599,372.2477,329.4038,4,2,6.043879247,0.5618989549,0.120024957,0.03099186506,0.03190949003,-0.2000923638,546.4351687,-0.8365448984,0.006458996568,159.8331081,0.2520434594,nan,1
e76.16,276.297,389.2795,317.5333,4,2,6.667542602,0.4402747431,0.1269292557,0.02705434045,0.02327761421,0.004243381377,589.5178391,-0.6612385361,0.006095307229,159.0601475,0.212499262,nan,1
e76.17,273.1619,315.2383,273.1619,0,0,6.049079959,0.536925684,0.07169024163,0.02229071543,0.04152761992,0.4688602726,553.1118887,-0.03089267454,0.007227424139,140.5867911,0.2262296633,0.789694471,1
e76.18,276.248,412.7411,308.384,11,5.5,6.309590051,0.7115470834,0.0871400008,0.02357413007,0.02385038903,0.1438220663,613.8363803,-0.8739715716,0.006701622492,138.4218184,0.2566078616,nan,1
e76.19,298.9925,502.2224,353.056,9,4.5,8.060218168,0.7312835708,0.08136504319,0.03210522763,0.0395919601,0.3155646499,765.7687044,-0.8761461747,0.00556103319,174.0200067,0.224608087,0.7998309763,1
e76.20,225.8305,281.609,235.7312,4,2,6.399270064,0.5018773644,0.07338813716,0.02189935719,0.02577359494,-0.2692184108,557.9602541,-0.5580253631,0.006798832578,145.3315962,0.2105628287,nan,1
e73.1,-24.3095,123.2281,75.8627,40,20,0.5965459201,0.4528391265,0.4534803384,0.5280387614,0.09745768481,0.01971253084,617.8564751,1.101138906,0.04156091964,36.73085907,0.8456609301,nan,0
e73.2,-4.3139,99.3797,53.9053,65,32,0.5088789211,0.3846028155,0.3349354939,0.3241651467,0.05948299029,-0.007129426171,449.054993,1.541907742,0.04594080817,33.75367909,0.8418476691,nan,0
e73.3,-10.7351,122.307,71.6577,51,25,0.5530601839,0.5165378413,0.6163591919,0.5691602209,0.05782147082,0.1483805016,633.2933566,1.254198723,0.04630366796,33.27090582,0.8539363529,nan,0
e73.4,-19.3695,89.0718,53.2877,65,32.5,0.7265474076,0.2499666146,0.3093123009,0.2829046172,0.0309943412,0.179637273,350.8862058,1.654037073,0.04952006774,32.02631731,0.7907276656,nan,0
e73.5,16.9922,118.0323,61.3186,74,37,0.5470297669,0.5238931386,0.5993305519,0.5342776966,0.05193305674,0.1227769564,604.6429117,1.230117189,0.04280503689,38.81799643,0.8548346889,nan,0
e73.6,12.8843,115.7561,60.9232,82,41,0.4684503123,0.5658975655,0.5871520879,0.5329609142,0.04762193046,0.02145952727,587.7168903,1.240676076,0.0460067688,35.54065515,0.8538672358,nan,0
e73.7,-15.3992,91.0408,51.9274,62,31,0.5393219259,0.292336372,0.3201999679,0.3049939742,0.03051720125,0.2222514595,351.5712637,2.725606017,0.05023448456,30.39274257,0.8345332851,0.624583575,0
e73.8,-22.3706,118.5392,72.0641,52,26,0.5821046757,0.5073620109,0.5427007579,0.5328934399,0.05024690625,0.2633643728,609.8802837,1.132828494,0.04500006448,34.59836088,0.8550033885,0.6691247486,0
e73.9,-47.9344,96.908,71.1181,27,13.5,0.805268013,0.2188240191,0.2777993055,0.2558038328,0.0294925684,0.1991041269,329.2811479,1.591133972,0.04356058119,36.98709338,0.7559556953,0.6181237756,0
e73.10,-61.5761,138.4416,105.9964,17,8.5,0.8532085691,0.5771908506,0.5833184271,0.5679058474,0.05449671348,0.2396889808,662.7560302,1.203321518,0.03432806788,48.83713869,0.8463518682,nan,0
e73.11,-96.5699,257.1639,207.4937,20,10,17.36510517,1.364155462,0.6961846797,0.5851676374,0.05457280062,-0.05839252466,2915.030278,0.4504243792,0.03931911569,45.30292288,0.3277909041,0.6751033754,0
e73.12,-249.765718,343.778,281.6738,6,3,43.78336535,4.501035428,0.6861140017,0.3392209971,0.0299555927,-0.1002536508,2247.172993,0.3235082151,0.04109090713,41.66030598,0.2598074225,nan,0
e73.13,-8.1024,171.1389,123.9174,36,18,4.467068581,1.617474516,1.440358992,0.653909298,0.06199232568,-0.02004208266,1486.487528,1.128510224,0.04761933723,35.01589089,0.7191638661,nan,0
e73.14,-22.7103,158.9936,114.1953,33,16.5,4.637562168,2.051015812,0.8757091351,0.3985560939,0.05626340311,-0.0001262293379,1233.601088,0.5588417611,0.0423471958,39.41071382,0.6564188871,nan,0
e73.15,46.6354,207.116,165.1012,16,8,14.78928065,1.569771257,0.7902118283,0.5754374419,0.0587786133,-0.008630638301,1951.622626,0.6039920874,0.03428692625,50.291608,0.3833422726,0.6852101047,0
e73.16,27.6585,166.575,111.7032,40,20,6.326624392,1.036874256,0.8376068229,0.5345077332,0.05392834396,0.04619791486,1247.929557,1.070923453,0.04280387439,37.50377692,0.5486948561,0.6589061691,0
e73.17,9.7085,95.7141,56.1937,56,28,1.361894431,0.4843509361,0.3430311349,0.2790715561,0.03003938829,-0.01302249877,405.1771006,1.17069275,0.04457132437,34.73590368,0.7246453367,nan,0
e73.18,-342.8651,666.0355,429.959,26,13,170.7385934,2.780555154,1.359434166,0.6996009459,0.06218996743,-0.2104086217,15510.68354,0.5727848018,0.04806900769,35.88447376,0.09492923955,nan,0
e73.19,143.2425,166.8348,149.5042,8,4,12.24380898,0.2760780497,0.3885906197,0.2731532107,0.03220047888,-0.01541871265,339.2395007,1.213554191,0.05183478459,30.98097622,0.2083711196,nan,0
e73.20,159.3274,212.6849,164.7933,8,4,20.94123227,1.203529401,0.9553109944,0.6226880525,0.07328237458,0.1262021479,868.9022212,1.043785073,0.04281547585,37.14799295,0.3030964995,nan,0
e73.1,156.195221,306.5058,223.14,25,12.5,35.28308117,1.389844329,0.4704486331,0.5543352839,0.07055406027,0.06450198074,3494.41213,0.9450245442,0.04692869543,34.09389513,0.1874534915,0.664112026,0
e73.2,-42.4579,110.0527,76.7669,42,21,2.613976783,0.3931102636,0.4389941059,0.3339335815,0.03672754623,0.186110821,461.2145001,1.655764113,0.05006431333,31.0034113,0.5935311295,nan,0
e73.3,-71.6731,143.6674,113.4103,8,4,3.280372119,0.4956411602,0.7298530802,0.6001986272,0.06881759365,0.1504407109,694.5361913,1.584813492,0.04562709851,33.69032268,0.6460377572,nan,0
e73.4,-100.6129,141.0244,121.078,6,3,5.677913957,0.303365932,0.3090768538,0.3188210015,0.03302112498,0.2512630309,452.0272018,2.674087861,0.0452487955,34.52934122,0.3501473071,nan,0
e73.5,-73.2139,152.8317,118.6522,26,13,2.7915852,0.8124492212,0.645414468,0.5976889029,0.0643962277,0.1155891937,795.1211296,1.252234689,0.04389532005,35.88854934,0.7094088533,0.660848107,0
e73.6,-125.7508,157.7312,139.519,8,4,7.502891333,0.2811624049,0.3475841223,0.2817583497,0.04107972821,-0.02369787386,423.6850801,1.246487323,0.04539822925,35.41981368,0.2881256184,nan,0
e73.7,-117.1234,166.2854,150.4343,7,3.5,3.253990124,0.5842449392,0.5448130702,0.4511303394,0.05822516572,0.1707052096,599.5609068,1.376459033,0.03525599755,48.6393357,0.6146526184,nan,0
e73.8,-127.0225,269.9251,191.0248,22,11,22.79653157,1.43095881,0.7428995677,0.6123269026,0.05472745908,-0.02301366252,2729.270383,0.6515846684,0.04309279817,36.78565812,0.2841420874,0.6587877326,0
e73.9,135.9248,171.9068,137.8443,10,5,13.36624955,0.4110753923,0.3752543302,0.2824927692,0.03378260214,0.3199187312,509.59124,1.185668243,0.03785379401,46.3094784,0.2149601723,nan,0
e73.10,165.7063,201.564,167.4129,6,3,15.06517141,0.5415256025,0.6307912585,0.5654389264,0.05511924462,-0.1045958454,645.5372748,0.8206097043,0.03461208965,52.23462708,0.278196549,nan,0
e73.11,117.8945,148.6183,120.5178,3,1.5,6.805459428,0.2735839029,0.344909824,0.2849982151,0.03670468842,0.03146975848,375.6755357,1.837430514,0.04444599594,36.53492007,0.3056070412,nan,0
e73.12,149.5385,201.7231,152.3325,13,6.5,11.12304084,1.043609225,0.7214413114,0.490453196,0.04532352516,0.02775950732,835.3671898,1.145499078,0.0414299316,41.7615949,0.3929363875,0.6657513714,0
e73.13,-69.6877,267.1342,116.4341,46,23,12.13444375,5.531728224,3.772034974,1.119733754,0.2875543163,-0.1619365082,3296.111848,2.113416222,0.04696174843,32.84656676,0.6987963722,0.6284912609,0
e73.14,5.5499,94.7839,51.5205,62,31,0.9263018295,0.2944220756,0.3154924404,0.2917745867,0.03103564062,0.2302837506,371.6942096,1.675796214,0.04263035611,38.8240603,0.7646171416,nan,0
e73.15,61.1986,125.6215,94.5677,38,19,4.218167613,0.830209666,0.5703632876,0.5295639532,0.05001745995,0.1741230939,715.7312841,0.6606668669,0.03369285517,49.83881509,0.5970402303,nan,0
e73.16,48.7025,162.6049,112.1963,24,12,3.698347396,1.08080668,0.6127771133,0.4986728576,0.04877368257,-0.0498811453,1072.802688,0.04405446234,0.02612910666,68.78924193,0.6507764555,0.7455778728,0
e73.17,-48.3057,117.7324,89.4621,43,21.5,1.472766186,0.3181675115,0.249438947,0.2565416816,0.03128458297,0.0003301938498,385.6133781,0.8097649264,0.02332895272,101.5403459,0.6486819555,nan,0
e73.18,54.3971,122.6257,74.9344,39,19.5,0.6402356664,0.4653568997,0.5063429949,0.504587995,0.04775137507,0.3083022737,557.9623677,1.023763369,0.02736009244,66.05424786,0.8513093816,nan,0
e73.19,-71.0395,110.8475,90.0185,16,8,5.347328154,0.3578326076,0.2545757761,0.2657673176,0.02823731377,0.1219268131,339.2515761,1.417878412,0.0375634005,43.68287828,0.3492666592,nan,0
e73.20,-4.4802,116.2691,67.8777,62,31,0.8043135952,0.4755891186,0.554652178,0.5434980015,0.05250763653,0.06626746024,632.6770438,0.9832274692,0.0387492404,43.38399371,0.8433169368,nan,0
e79.1,-13.1629,230.6662,176.4393,13,6.5,2.772708618,0.1542011791,1.585086822,1.84759089,0.4623434619,0.135783929,1818.732127,-0.3034516946,0.02025051752,103.4995281,0.7111050559,0.7830079889,0
e79.2,115.5711,268.4621,206.4595,13,6.5,4.316657434,0.4013628855,1.742811034,1.985699664,0.5147864066,-0.1530880854,2030.829758,0.2953614999,0.01769513067,139.2743065,0.7103843495,0.7603246247,0
e79.3,-164.2854,267.8974,214.2468,14,7,5.316482001,0.2747621896,1.522336897,1.72289151,0.4611768242,-0.2083048406,1696.865422,0.002471251197,0.01694817673,125.5019737,0.6414279536,nan,0
e79.4,-106.6337,264.6484,199.2314,9,4.5,5.468323059,0.3512046457,1.897015059,1.948306101,0.5185001455,-0.2591850494,1912.029262,0.2632411621,0.01714422564,128.7235511,0.6707134867,0.7615866222,0
e79.5,198.1405,352.8373,285.0218,9,4.5,6.14332457,0.3012114177,1.992381744,1.918823824,0.5618968649,0.08992500669,1838.440749,0.2438133341,0.01461287659,157.9814664,0.6453308252,0.7731826415,0
e79.6,-108.3218,242.3516,177.9018,10,5,3.683487425,0.3055122541,2.171309774,1.95755245,0.4805342195,0.004029310896,1813.089391,0.01169770858,0.01873241875,117.1729643,0.724593421,nan,0
e79.7,-161.3174,328.5878,252.6945,12,6,6.226220327,0.2871555482,2.217272861,1.79233881,0.42254781,-0.2993370032,1836.403709,0.1846661082,0.01457101815,149.5794117,0.6438025046,0.7762251586,0
e79.8,66.8156,264.6956,187.1257,14,7,9.477996429,0.6389511151,2.716101865,1.995555564,0.4988171504,-0.1753936985,2270.549567,-0.1204084664,0.01159634113,142.107188,0.622434816,nan,0
e79.9,-110.8282,280.806,202.6908,27,13.5,7.616258034,0.3120138268,1.938701954,1.768193879,0.4930504343,-0.2666354586,1822.295996,0.2832854684,0.01193266693,146.9761168,0.5965763949,0.765637279,0
e79.10,-173.4411,280.597,231.1263,10,5,4.845670687,0.3025399356,1.555860947,1.877585997,0.4977666408,0.0076789041,1770.169838,0.05937007484,0.01590070883,113.9773297,0.6689665816,0.773656185,0
e79.11,-114.9567,255.2092,190.9429,16,8,4.392730074,0.3260726844,1.67110231,1.746744203,0.4694437754,-0.03917901891,1810.103667,0.06051529294,0.02084498386,100.888556,0.6891894698,nan,0
e79.12,24.695,194.1319,119.8144,28,14,3.154565281,0.2182893947,1.694499434,1.792505195,0.4715565029,0.08385272374,1625.153013,0.2284305876,0.0185391828,132.6910107,0.7148044092,nan,0
e79.13,24.2696,193.2273,116.2401,22,11,2.904203765,0.06892399857,1.82190007,1.933680138,0.5000715447,0.03818225375,1658.34044,0.1426968203,0.02103876131,108.4487988,0.6901875241,nan,0
e79.14,-455.6686,559.3378,506.5551,10,5,14.20331697,0.3293402203,1.942177672,2.008730171,0.5386610992,0.4056003633,2050.187601,0.1710187589,0.01285478648,161.1096582,0.4714223812,0.7717783705,0
e79.15,530.6145,564.2538,533.5222,6,3,16.13557103,0.2869123499,1.88474681,1.981414447,0.5571280896,-0.09389157929,1863.981796,-0.3045271756,0.01163161327,175.4098638,0.4338308317,nan,0
e79.16,260.8161,321.5031,275.4205,6,3,7.443860708,0.1801564951,1.678453624,1.770413448,0.5045081445,0.01970043805,1616.199025,-0.0332256543,0.01814637087,146.0343744,0.5690752186,0.757620238,0
e79.17,58.7252,320.8398,263.2732,11,5.5,5.893677223,0.5976805149,1.897257918,1.973858705,0.5373411881,0.1185413651,1923.082265,-0.1688020746,0.01523270773,109.4212666,0.6868454806,nan,0
e79.18,66.1176,275.2588,209.084,9,4.5,5.385524749,0.1849617359,1.867693881,1.988618859,0.554089746,-0.3635729501,1976.767954,0.06972644084,0.01545646989,126.7990668,0.6473394799,nan,0
e79.19,-74.9829,329.946,260.4732,16,8,6.074044398,0.2887620828,1.894572753,1.964881575,0.5195699055,0.1104465019,2127.215764,-0.3235438434,0.01585723957,149.3957057,0.6439225299,0.7868500745,0
e79.20,-94.6886,271.7604,219.1944,12,6,4.702248122,0.186235572,1.850445837,1.917116607,0.5028996358,0.1100903446,1887.879481,-0.3952102277,0.01735582089,119.1995179,0.6660473941,nan,0
e34.1,1081.767,2697.1064,1775.1249,3,1.5,4667.701229,141.8396518,44.38387089,11.47094289,2.914495145,0.3362168368,334929.6061,-0.2788386488,0.006517737458,187.0270554,0.1245450802,0.8089539702,1
e34.2,323.969,687.4297,470.195,13,6.5,66.1390778,10.53617061,1.933494412,1.401696547,0.3601845603,-0.09560665645,6895.591243,9.830327309,0.01325473315,126.6177458,0.3647402216,0.7712341681,1
e34.3,340.4974,790.1747,425.8229,19,9.5,34.50901058,3.418835286,0.9689526917,0.7129789871,0.2486887835,0.6251840061,3641.410399,1.154756607,0.007949455249,171.8339414,0.3092806312,0.7960659109,1
